,loss,acc,val_loss,val_acc
0,1.6593378782272339,0.5910000205039978,1.3000996112823486,0.5902578830718994
1,1.0564981698989868,0.703499972820282,0.9972109794616699,0.5593760013580322
2,0.8047301769256592,0.7584999799728394,2.5734376907348633,0.5867558121681213
3,0.7488281726837158,0.7799999713897705,2.4589881896972656,0.5762495994567871
4,0.6739187836647034,0.805220901966095,2.227457046508789,0.5765679478645325
5,0.5327628254890442,0.8355000019073486,1.5885355472564697,0.5768863558769226
6,0.5723312497138977,0.8360000252723694,1.2123401165008545,0.5873925685882568
7,0.5429754853248596,0.8428714871406555,1.0587730407714844,0.6415154337882996
8,0.4118412435054779,0.8610000014305115,1.0021530389785767,0.6781280040740967
9,0.5183882117271423,0.8554999828338623,1.032683253288269,0.7074180245399475
10,0.43708232045173645,0.8610000014305115,0.5609529614448547,0.8245781660079956
11,0.4203941524028778,0.8724899888038635,0.4276556074619293,0.8758357167243958
12,0.33591601252555847,0.8884999752044678,0.3994078040122986,0.8901623487472534
13,0.3631833493709564,0.890500009059906,0.30200907588005066,0.9137217402458191
14,0.387104332447052,0.8825300931930542,0.2964034974575043,0.9143584966659546
15,0.31462445855140686,0.8985000252723694,0.2843533158302307,0.9165870547294617
16,0.31833401322364807,0.8995000123977661,0.2913902997970581,0.9169054627418518
17,0.3141236901283264,0.8970000147819519,0.34097886085510254,0.8987583518028259
18,0.30226656794548035,0.906000018119812,0.25028514862060547,0.9258198142051697
19,0.2758437991142273,0.9114999771118164,0.2536233961582184,0.9299586415290833
20,0.3226262032985687,0.8989999890327454,0.2674791216850281,0.9242279529571533
21,0.25892508029937744,0.9129999876022339,0.2366141378879547,0.9315504431724548
22,0.31260421872138977,0.9125000238418579,0.22649526596069336,0.9302769899368286
23,0.2577318549156189,0.9154999852180481,0.22421704232692719,0.927411675453186
24,0.2761182188987732,0.9125000238418579,0.20828455686569214,0.9372811317443848
25,0.2827898859977722,0.9104999899864197,0.19798040390014648,0.9423750638961792
26,0.23177026212215424,0.9254999756813049,0.21933460235595703,0.935370922088623
27,0.2667500674724579,0.9194999933242798,0.23526649177074432,0.9312320947647095
28,0.23343196511268616,0.9279999732971191,0.17644888162612915,0.9414199590682983
29,0.22920331358909607,0.9279999732971191,0.18331559002399445,0.9423750638961792
30,0.22583553194999695,0.9279999732971191,0.21670471131801605,0.9344158172607422
31,0.23191140592098236,0.9240000247955322,0.19757114350795746,0.9315504431724548
32,0.23933789134025574,0.925000011920929,0.17346994578838348,0.9442852735519409
33,0.19111216068267822,0.9330000281333923,0.20905859768390656,0.934097409248352
34,0.204654723405838,0.9330000281333923,0.16451257467269897,0.9493792057037354
35,0.20015393197536469,0.9380000233650208,0.1910489946603775,0.9411015510559082
36,0.21885566413402557,0.9290000200271606,0.16952194273471832,0.9458771347999573
37,0.20286938548088074,0.9304999709129333,0.15349645912647247,0.9512894153594971
38,0.195367693901062,0.9340000152587891,0.14707662165164948,0.9551098346710205
39,0.17268967628479004,0.9462851285934448,0.1386808156967163,0.9560649394989014
40,0.16366061568260193,0.9465000033378601,0.1495402753353119,0.9538363814353943
41,0.19523990154266357,0.9394999742507935,0.1463807374238968,0.9531996250152588
42,0.15133604407310486,0.9459999799728394,0.1310860812664032,0.9608405232429504
43,0.16210366785526276,0.9467871189117432,0.14389745891094208,0.9582935571670532
44,0.1612762212753296,0.9457831382751465,0.1388411521911621,0.9595670104026794
45,0.15945903956890106,0.9415000081062317,0.14075152575969696,0.9579751491546631
46,0.19781267642974854,0.9419999718666077,0.13487963378429413,0.9576568007469177
47,0.20092344284057617,0.9409999847412109,0.13228806853294373,0.9602037668228149
48,0.1418326199054718,0.949999988079071,0.12420881539583206,0.9633874297142029
49,0.1551108956336975,0.9484999775886536,0.120716392993927,0.9646609425544739
50,0.19145484268665314,0.9380000233650208,0.14127808809280396,0.958930253982544
51,0.1476116180419922,0.9520000219345093,0.1316092163324356,0.9598853588104248
52,0.18788446485996246,0.9455000162124634,0.137433260679245,0.955746591091156
53,0.1435292810201645,0.953000009059906,0.13435117900371552,0.9541547298431396
54,0.14594759047031403,0.9455000162124634,0.12443169206380844,0.9614772200584412
55,0.16011807322502136,0.944779098033905,0.12014012783765793,0.9662528038024902
56,0.16843122243881226,0.9452811479568481,0.1060071736574173,0.970391571521759
57,0.15245431661605835,0.9490000009536743,0.12895524501800537,0.9605221152305603
58,0.1380666047334671,0.949999988079071,0.11387930065393448,0.968163013458252
59,0.15012481808662415,0.9585000276565552,0.13944905996322632,0.9582935571670532
60,0.14099259674549103,0.9505000114440918,0.12949161231517792,0.9592486619949341
61,0.1761905699968338,0.9399999976158142,0.10588977485895157,0.9665711522102356
62,0.14631377160549164,0.9524999856948853,0.14469429850578308,0.9516077637672424
63,0.1311592161655426,0.9505000114440918,0.11315940320491791,0.963705837726593
64,0.13364043831825256,0.9564999938011169,0.11389441788196564,0.9678446650505066
65,0.11122921854257584,0.9620000123977661,0.11493098735809326,0.9646609425544739
66,0.14448338747024536,0.9555000066757202,0.10500852763652802,0.9697548747062683
67,0.1309920847415924,0.9580000042915344,0.10548465698957443,0.9707099795341492
68,0.1371440887451172,0.9539999961853027,0.11844057589769363,0.9617956280708313
69,0.15363988280296326,0.9513052105903625,0.09650498628616333,0.9707099795341492
70,0.11980140954256058,0.9549999833106995,0.10386083275079727,0.9694364666938782
71,0.12758474051952362,0.9555000066757202,0.09973476827144623,0.9710283279418945
72,0.12437684088945389,0.9564999938011169,0.09840258210897446,0.9719834327697754
73,0.11708514392375946,0.9608433842658997,0.09937064349651337,0.9707099795341492
74,0.11350595951080322,0.9610000252723694,0.09630976617336273,0.9707099795341492
75,0.11656150966882706,0.9585000276565552,0.09995688498020172,0.9691181182861328
76,0.12198758870363235,0.9574999809265137,0.1031774953007698,0.9707099795341492
77,0.13588424026966095,0.9508032202720642,0.10578472167253494,0.9691181182861328
78,0.12119324505329132,0.9629999995231628,0.09952740371227264,0.9700732231140137
79,0.09768292307853699,0.9649999737739563,0.09075281769037247,0.97166508436203
80,0.10658089816570282,0.9589999914169312,0.09203020483255386,0.9719834327697754
81,0.13645526766777039,0.953000009059906,0.08505923300981522,0.9773957133293152
82,0.12442656606435776,0.9580000042915344,0.10287150740623474,0.970391571521759
83,0.10761293023824692,0.9649999737739563,0.08897925168275833,0.9745303988456726
84,0.11897266656160355,0.9599999785423279,0.08756818622350693,0.974848747253418
85,0.11574343591928482,0.9635000228881836,0.12305355072021484,0.9640241861343384
86,0.108115054666996,0.9629999995231628,0.10196169465780258,0.970391571521759
87,0.11521173268556595,0.9595000147819519,0.07814361155033112,0.978350818157196
88,0.10349190980195999,0.9664999842643738,0.08495324105024338,0.9754855036735535
89,0.09812754392623901,0.9663654565811157,0.08004529774188995,0.9767590165138245
90,0.10178601741790771,0.9653614163398743,0.07535984367132187,0.9780324697494507
91,0.09465546160936356,0.9668674468994141,0.08495583385229111,0.9754855036735535
92,0.09208546578884125,0.9674999713897705,0.10095039010047913,0.9691181182861328
93,0.09397822618484497,0.968999981880188,0.08430908620357513,0.9738936424255371
94,0.10466881096363068,0.9683734774589539,0.08027401566505432,0.9767590165138245
95,0.10920198261737823,0.9674999713897705,0.07590559124946594,0.9789875745773315
96,0.08392895758152008,0.972000002861023,0.07584531605243683,0.9805794358253479
97,0.09426730126142502,0.9700000286102295,0.09211994707584381,0.9745303988456726
98,0.0906653180718422,0.9704999923706055,0.07649758458137512,0.9793059825897217
99,0.09228312969207764,0.9664999842643738,0.07976363599300385,0.9780324697494507
